3,4,1,1,0.6576576577,0.25,1,0.8,0,0.5714285714,0.4076539101,1
7,4,1,3,0.6576576577,0.25,0.9336609337,0,1,1,0.6613976705,0.5
2,1,0,0,0.8828828829,0,0.8108108108,0.8,0,0.5714285714,0.7121464226,0.3333333333
4,2,1,1,0.4324324324,0.25,1,0.8,0,0.5714285714,0.4109816972,0.5
2,1,0,2,0.4594594595,1,0.9336609337,0.8,0,0.5714285714,0.649750416,0.75
5,2,1,3,0.4774774775,1,0.9336609337,0.8,0,0.5714285714,0.6946755408,0.5
3,4,1,4,0.6126126126,0.25,1,0.8,0,0.5714285714,0.4234608985,0.5
4,2,0,0,0.3963963964,0,0.9336609337,0.8,0,0.5714285714,0.4134775374,0.5
4,2,0,2,0.3693693694,1,0.9336609337,0.8,0,0.5714285714,0.8752079867,0.3333333333
4,2,0,1,0.3963963964,1,0.9336609337,0.8,0,0.5714285714,0.4159733777,0.75
5,2,1,0,0.5495495495,0,0.9336609337,0.8,0,0.5714285714,0.4584026622,1
4,2,0,2,0.3693693694,1,0.9336609337,0.8,0,0.5714285714,0.4351081531,1
5,2,1,3,0.4864864865,0.25,0.9336609337,0,0,0,0.6996672213,1
4,2,0,0,0.8918918919,0,0.8108108108,0.8,0,0.5714285714,0.6747088186,0.3333333333
5,2,1,3,0.3603603604,1,0.9336609337,0.8,0,0.5714285714,0.4134775374,1
5,2,1,1,0.4864864865,0.25,0.9336609337,0,0,0,0.7587354409,0.3333333333
2,1,0,3,0.5945945946,0.25,0.9336609337,0,0,0,0.7046589018,0.3333333333
4,2,0,0,0.4414414414,0,0.9336609337,0.6,0,0.4285714286,0.622296173,0.5
3,4,1,3,0.7387387387,0.625,0.9336609337,0,0,0,0.8136439268,0.5
4,2,0,0,0.5135135135,0,0.9336609337,0.8,0,0.5714285714,0.6655574043,0.3333333333
7,4,1,1,0.6396396396,0.25,0.9336609337,0,1,1,0.6589018303,0.3333333333
4,2,0,0,0.5135135135,0,0.9336609337,0.8,0,0.5714285714,0.465890183,1
2,1,0,0,0.9279279279,0,0.8108108108,0.8,0,0.5714285714,0.4400998336,1
1,3,0,2,0.4234234234,1,0.8108108108,0.8,0,0.5714285714,0.4051580699,1
5,2,1,3,0.2972972973,1,0.9336609337,0.8,0,0.5714285714,0.4467554077,1
7,4,1,3,0.7117117117,1,0.9336609337,1,0,0.7142857143,0.5757071547,1
4,2,0,2,0.3693693694,1,0.9336609337,0.8,0,0.5714285714,0.7845257903,0.75
1,3,0,0,0.4054054054,0,0.9336609337,0.8,0,0.5714285714,0.4159733777,1
4,2,0,0,0.3963963964,0,0.9336609337,0.8,0,0.5714285714,0.7096505824,0.5
4,2,0,3,0.4234234234,0.25,0.9336609337,1,0,0.7142857143,0.612312812,0.3333333333
2,1,0,2,0.4594594595,1,0.9336609337,0.8,0,0.5714285714,0.4409317804,0.5
7,4,1,3,0.7117117117,1,0.9336609337,1,0,0.7142857143,0.6347753744,0.5
4,2,0,2,0.6846846847,1,0.8108108108,0.8,0,0.5714285714,0.7354409318,0.3333333333
1,3,0,0,0.6306306306,0,0.8108108108,0.8,0,0.5714285714,0.8485856905,0.3333333333
5,2,1,0,0.5945945946,0,0.9336609337,0.8,0,0.5714285714,0.4575707155,1
7,4,1,3,0.6576576577,0.625,0.9336609337,1,0,0.7142857143,0.384359401,0.5
3,4,1,3,0.6306306306,0.625,1,0.8,0,0.5714285714,0.6239600666,1
4,2,0,0,0.8108108108,0,0.8108108108,0.8,0,0.5714285714,0.768718802,0.75
2,1,0,2,0.963963964,0.375,0.8108108108,0.8,0,0.5714285714,0.7445923461,0.75
2,1,0,4,0.4864864865,0.375,0.9336609337,0.8,0,0.5714285714,0.4168053245,1
4,2,1,3,0.4324324324,0.625,1,0.8,0,0.5714285714,0.6722129784,0.3333333333
5,2,1,0,0.4864864865,0,0.9336609337,0,0,0,0.68718802,1
2,1,0,2,0.4774774775,0.375,0.9336609337,0.8,0,0.5714285714,0.7512479201,0.75
4,2,0,1,0.4684684685,0.25,0.9336609337,0,0,0,0.4276206323,1
5,2,1,0,0.5315315315,0,0.9336609337,0.8,0,0.5714285714,0.6098169717,1
7,4,1,4,0.6396396396,0.25,0.9336609337,1,0,0.7142857143,0.5665557404,1
4,2,1,3,0.4324324324,0.625,1,0.8,0,0.5714285714,0.4134775374,1
4,2,0,0,0.4684684685,0,0.9336609337,0,0,0,0.5798668885,1
2,1,0,1,0.4594594595,1,0.9336609337,0.8,0,0.5714285714,0.7054908486,0.3333333333
1,3,0,0,0.3963963964,0,0.9336609337,0.8,0,0.5714285714,0.3851913478,1
1,3,0,2,0.3693693694,0.375,0.9336609337,0.8,0,0.5714285714,0.7487520799,0.75
8,1,1,3,0.2882882883,0.25,0.9336609337,0.8,0,0.5714285714,0.7171381032,0.3333333333
5,2,1,3,0.4774774775,1,0.9336609337,0.8,0,0.5714285714,0.6921797005,0.3333333333
4,2,0,4,1,0.1875,0.8108108108,0.8,0,0.5714285714,0.8103161398,0.5
4,2,0,0,0.8918918919,0,0.8108108108,0.8,0,0.5714285714,0.6589018303,0.75
2,1,0,2,0.4594594595,1,0.9336609337,0.8,0,0.5714285714,0.9143094842,0.3333333333
3,4,1,3,0.6396396396,0.25,1,0.8,0,0.5714285714,0.7212978369,0.3333333333
4,2,0,0,0.8918918919,0,0.8108108108,0.8,0,0.5714285714,0.7079866889,0.5
4,2,0,1,0.5135135135,0.375,0.9336609337,0.8,0,0.5714285714,0.8136439268,0.5
7,4,1,0,0.7027027027,0,0.9336609337,0,1,1,0.6555740433,0.3333333333
5,2,1,3,0.4774774775,1,0.9336609337,0.8,0,0.5714285714,0.4342762063,1
4,2,0,3,0.4684684685,0.25,0.9336609337,0,0,0,0.4317803661,0.5
4,2,0,1,0.8918918919,0.375,0.8108108108,0.8,0,0.5714285714,0.4442595674,0.75
1,3,0,2,0.2477477477,1,0.9336609337,0.8,0,0.5714285714,0.6780366057,0.3333333333
3,4,1,4,0.7927927928,0.1875,0.9336609337,0,0,0,0.8319467554,0.3333333333
4,2,0,3,0.4234234234,0.25,0.9336609337,1,0,0.7142857143,0.5906821963,1
3,4,1,3,0.6936936937,1,0.9336609337,0,0,0,0.6921797005,1
5,2,1,4,0.4954954955,0.1875,0.9336609337,0,0,0,0.853577371,0.75
7,4,1,1,0.7117117117,1,0.9336609337,1,0,0.7142857143,0.5798668885,1
5,2,1,1,0.4954954955,1,0.9336609337,0.8,0,0.5714285714,0.7520798669,0.75
